OG,FG,ABV,IBU,Color,Efficiency,SugarScale,BrewMethod,Style
1.046,1.013,4.39,11.43,3.89,55.0,Specific Gravity,All Grain,Weizen/Weissbier
1.071,1.0170000000000001,7.1,73.48,7.24,70.0,Specific Gravity,All Grain,American IPA
1.052,1.013,5.13,52.0,8.94,25.0,Specific Gravity,extract,American Pale Ale
1.054,1.015,5.06,44.79,9.69,70.0,Specific Gravity,Partial Mash,American Pale Ale
1.07,1.023,6.18,38.54,33.73,81.0,Specific Gravity,BIAB,American Stout
1.0590000000000002,1.0170000000000001,5.79,20.28,4.58,60.0,Specific Gravity,BIAB,American IPA
1.078,1.014,8.46,90.22,16.9,80.0,Specific Gravity,All Grain,American IPA
1.063,1.018,5.98,39.37,6.63,77.0,Specific Gravity,All Grain,American Pale Ale
1.053,1.013,5.21,0.0,14.29,75.0,Specific Gravity,All Grain,American Brown Ale
1.05,1.01,5.23,24.39,27.95,66.0,Specific Gravity,BIAB,Sweet Stout
1.058,1.011,6.09,37.75,33.74,60.0,Specific Gravity,All Grain,Oatmeal Stout
16.1875,6.55628,5.29,27.22,6.81,70.0,Plato,BIAB,Sweet Stout
1.09,1.0290000000000001,7.96,60.6,38.77,65.0,Specific Gravity,BIAB,Sweet Stout
1.048,1.0090000000000001,5.12,33.84,3.29,70.0,Specific Gravity,All Grain,Blonde Ale
1.09,1.016,9.66,20.23,10.65,70.0,Specific Gravity,Partial Mash,Saison
1.051,1.01,5.45,41.95,7.31,70.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.0170000000000001,6.51,77.65,8.95,70.0,Specific Gravity,BIAB,American IPA
1.05,1.0090000000000001,5.4,66.11,7.35,75.0,Specific Gravity,BIAB,American IPA
1.045,1.0090000000000001,4.61,37.47,5.38,70.0,Specific Gravity,All Grain,American Pale Ale
1.052,1.0090000000000001,5.65,39.18,5.81,63.0,Specific Gravity,All Grain,American Pale Ale
1.0390000000000001,1.008,3.97,20.94,6.35,70.0,Specific Gravity,All Grain,Blonde Ale
1.061,1.015,6.0,0.0,7.04,75.0,Specific Gravity,All Grain,Saison
1.0490000000000002,1.01,5.2,24.87,3.29,73.0,Specific Gravity,All Grain,Witbier
1.062,1.015,6.2,58.96,3.98,35.0,Specific Gravity,extract,American IPA
1.054,1.015,5.09,44.82,10.85,80.0,Specific Gravity,All Grain,American Pale Ale
1.077,1.0190000000000001,7.7,82.12,11.02,70.0,Specific Gravity,BIAB,American IPA
1.058,1.01,6.24,76.31,5.42,84.0,Specific Gravity,All Grain,American IPA
1.06,1.0170000000000001,5.7,36.41,12.6,70.0,Specific Gravity,All Grain,American Pale Ale
1.0490000000000002,1.013,4.73,17.74,32.54,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.0590000000000002,1.021,4.94,31.59,37.88,83.0,Specific Gravity,BIAB,Sweet Stout
1.091,1.023,8.92,0.0,13.99,75.0,Specific Gravity,All Grain,Imperial IPA
1.051,1.016,4.7,0.0,3.38,75.0,Specific Gravity,extract,Weizen/Weissbier
11.852,2.93128,4.76,37.76,6.8,35.0,Plato,extract,American Pale Ale
1.054,1.011,5.63,31.27,4.34,85.0,Specific Gravity,Partial Mash,American IPA
1.079,1.014,8.51,76.18,41.99,59.0,Specific Gravity,All Grain,Imperial IPA
1.065,1.0170000000000001,6.21,77.62,6.08,70.0,Specific Gravity,All Grain,American IPA
1.0590000000000002,1.014,5.88,67.76,6.63,80.0,Specific Gravity,All Grain,American Pale Ale
20.3033,6.398540000000001,7.75,45.41,28.95,70.0,Plato,All Grain,Oatmeal Stout
1.068,1.0170000000000001,6.78,178.08,29.02,75.0,Specific Gravity,All Grain,American IPA
1.061,1.0170000000000001,5.83,0.0,50.0,77.0,Specific Gravity,All Grain,Oatmeal Stout
1.058,1.014,5.69,52.15,12.04,60.0,Specific Gravity,All Grain,American IPA
1.055,1.013,5.55,24.83,24.85,73.0,Specific Gravity,BIAB,American Brown Ale
1.052,1.013,5.07,0.0,36.46,75.0,Specific Gravity,Partial Mash,American Stout
1.0490000000000002,1.014,4.54,13.1,3.88,55.0,Specific Gravity,All Grain,Witbier
1.067,1.0190000000000001,6.29,57.76,6.34,75.0,Specific Gravity,Partial Mash,American IPA
1.068,1.0170000000000001,6.69,92.88,11.83,65.0,Specific Gravity,All Grain,American IPA
1.061,1.0190000000000001,5.47,33.1,40.0,73.0,Specific Gravity,All Grain,Sweet Stout
1.0859999999999999,1.024,8.13,88.05,13.95,68.0,Specific Gravity,All Grain,Imperial IPA
1.1420000000000001,1.031,14.59,106.77,50.0,70.0,Specific Gravity,All Grain,Russian Imperial Stout
1.081,1.016,8.54,67.04,11.79,70.0,Specific Gravity,BIAB,Imperial IPA
1.05,1.014,4.7,19.39,3.98,70.0,Specific Gravity,All Grain,Witbier
1.071,1.0170000000000001,7.03,76.31,4.41,80.0,Specific Gravity,All Grain,Double IPA
1.054,1.014,5.32,72.38,4.52,65.0,Specific Gravity,All Grain,American Pale Ale
1.045,1.011,4.42,17.2,3.22,35.0,Specific Gravity,extract,American Pale Ale
1.063,1.018,5.99,65.16,4.01,75.0,Specific Gravity,Partial Mash,California Common Beer
1.051,1.013,5.05,20.86,3.9,70.0,Specific Gravity,BIAB,Kölsch
1.056,1.01,6.08,46.64,5.86,75.0,Specific Gravity,All Grain,American Pale Ale
1.046,1.012,4.56,17.4,4.92,85.0,Specific Gravity,Partial Mash,California Common Beer
1.054,1.012,5.49,23.12,27.52,70.0,Specific Gravity,All Grain,American Brown Ale
1.0490000000000002,1.011,4.98,58.76,3.17,80.0,Specific Gravity,BIAB,Imperial IPA
1.048,1.008,5.28,28.61,3.98,80.0,Specific Gravity,All Grain,Blonde Ale
1.051,1.008,5.68,31.59,4.04,70.0,Specific Gravity,All Grain,Saison
1.0590000000000002,1.011,6.25,75.11,9.32,35.0,Specific Gravity,extract,American IPA
1.062,1.012,6.58,61.28,6.5,75.0,Specific Gravity,extract,American Pale Ale
1.055,1.015,5.22,34.43,33.93,75.0,Specific Gravity,All Grain,Oatmeal Stout
1.06,1.015,5.95,0.0,13.37,75.0,Specific Gravity,All Grain,American IPA
1.048,1.012,4.68,21.45,13.08,62.7,Specific Gravity,All Grain,Irish Red Ale
1.072,1.018,7.13,75.52,9.27,70.0,Specific Gravity,All Grain,American IPA
1.047,1.011,4.73,9.62,3.93,65.0,Specific Gravity,All Grain,Weizen/Weissbier
1.048,1.008,5.22,34.75,3.47,70.0,Specific Gravity,All Grain,American Pale Ale
1.044,1.011,4.33,0.0,4.96,75.0,Specific Gravity,extract,American Pale Ale
1.082,1.021,8.11,45.83,29.1,71.3,Specific Gravity,All Grain,Irish Red Ale
1.058,1.0170000000000001,5.29,27.42,23.45,69.0,Specific Gravity,All Grain,American Brown Ale
1.045,1.01,4.63,17.87,12.25,80.0,Specific Gravity,All Grain,American Amber Ale
1.063,1.014,6.49,68.58,13.79,70.0,Specific Gravity,All Grain,American IPA
1.063,1.014,6.44,39.67,17.59,80.0,Specific Gravity,All Grain,American Amber Ale
1.0590000000000002,1.015,5.73,0.0,7.9,75.0,Specific Gravity,All Grain,American Pale Ale
1.044,1.004,5.23,22.34,5.53,70.0,Specific Gravity,BIAB,Saison
1.091,1.023,8.97,75.83,44.98,70.0,Specific Gravity,All Grain,American Stout
1.07,1.012,7.64,47.01,6.41,70.0,Specific Gravity,All Grain,American Pale Ale
1.05,1.011,5.12,32.66,11.85,80.0,Specific Gravity,All Grain,American Pale Ale
1.053,1.0090000000000001,5.79,49.97,5.83,74.0,Specific Gravity,All Grain,American IPA
1.063,1.016,6.24,54.1,50.0,35.0,Specific Gravity,extract,American Stout
1.041,1.013,3.73,26.93,7.5,70.0,Specific Gravity,All Grain,California Common Beer
1.078,1.018,7.78,123.71,6.55,75.0,Specific Gravity,All Grain,Imperial IPA
1.038,1.01,3.74,5.09,2.72,75.0,Specific Gravity,BIAB,California Common Beer
1.0590000000000002,1.016,5.55,41.36,8.81,80.0,Specific Gravity,All Grain,American Pale Ale
1.065,1.018,6.11,52.06,19.74,75.0,Specific Gravity,All Grain,American Brown Ale
1.073,1.015,7.69,76.55,6.69,72.0,Specific Gravity,BIAB,American IPA
1.073,1.016,7.46,51.46,38.13,74.0,Specific Gravity,All Grain,American Stout
1.085,1.028,7.52,0.0,7.07,65.0,Specific Gravity,All Grain,Double IPA
1.041,1.01,4.04,35.26,4.88,35.0,Specific Gravity,All Grain,Weizen/Weissbier
1.077,1.0190000000000001,7.55,27.07,4.71,75.0,Specific Gravity,All Grain,Saison
1.055,1.015,5.19,64.34,6.2,65.0,Specific Gravity,All Grain,American Pale Ale
1.074,1.02,7.02,67.01,9.66,70.0,Specific Gravity,All Grain,American IPA
1.052,1.013,5.11,0.0,25.61,75.0,Specific Gravity,All Grain,American Brown Ale
1.052,1.015,4.93,108.25,41.91,51.0,Specific Gravity,BIAB,Imperial IPA
1.065,1.018,6.15,69.36,9.72,50.0,Specific Gravity,extract,American IPA
1.07,1.0190000000000001,6.67,60.5,7.83,75.0,Specific Gravity,All Grain,American IPA
1.0490000000000002,1.013,4.75,41.31,8.57,60.0,Specific Gravity,All Grain,American Pale Ale
1.064,1.015,6.41,49.32,5.94,84.0,Specific Gravity,BIAB,American Amber Ale
1.061,1.013,6.21,23.69,2.9,35.0,Specific Gravity,extract,Saison
1.06,1.015,5.92,43.63,5.42,70.0,Specific Gravity,All Grain,American Pale Ale
18.2657,3.19746,8.24,74.78,6.84,75.0,Plato,Partial Mash,Imperial IPA
1.0590000000000002,1.0170000000000001,5.5,48.7,37.22,65.0,Specific Gravity,BIAB,Robust Porter
15.5372,2.6971700000000003,6.94,68.48,7.23,75.0,Plato,All Grain,American IPA
1.061,1.0170000000000001,5.8,94.62,8.27,60.0,Specific Gravity,Partial Mash,American IPA
1.072,1.0190000000000001,6.92,75.95,40.85,84.3,Specific Gravity,All Grain,American Stout
1.061,1.0190000000000001,5.54,78.25,8.55,70.0,Specific Gravity,All Grain,American Pale Ale
1.055,1.013,5.54,31.22,8.79,21.0,Specific Gravity,extract,American Pale Ale
1.078,1.0190000000000001,7.65,61.56,37.84,35.0,Specific Gravity,extract,American IPA
1.087,1.02,8.74,142.85,17.15,65.0,Specific Gravity,Partial Mash,Imperial IPA
1.062,1.014,6.27,55.51,5.02,58.0,Specific Gravity,BIAB,American IPA
1.07,1.016,7.04,104.46,10.88,35.0,Specific Gravity,extract,American IPA
1.051,1.013,5.04,42.53,7.37,70.0,Specific Gravity,All Grain,American Pale Ale
1.0590000000000002,1.012,6.18,23.13,6.01,68.0,Specific Gravity,BIAB,Blonde Ale
1.077,1.014,8.2,135.78,6.57,50.0,Specific Gravity,Partial Mash,Imperial IPA
1.038,1.0070000000000001,4.03,31.0,2.65,80.0,Specific Gravity,All Grain,Blonde Ale
1.08,1.0170000000000001,8.31,112.57,10.24,70.0,Specific Gravity,All Grain,Imperial IPA
1.057,1.014,5.62,0.0,27.04,70.0,Specific Gravity,All Grain,American IPA
1.08,1.02,7.83,89.48,14.67,70.0,Specific Gravity,All Grain,Imperial IPA
1.064,1.014,6.59,71.43,4.85,70.0,Specific Gravity,All Grain,American IPA
1.042,1.011,4.08,20.15,3.59,35.0,Specific Gravity,extract,Weizen/Weissbier
1.06,1.015,5.95,24.09,17.53,70.0,Specific Gravity,All Grain,Irish Red Ale
1.064,1.014,6.52,40.9,5.03,65.0,Specific Gravity,All Grain,Saison
1.051,1.012,5.08,13.87,3.62,85.0,Specific Gravity,All Grain,Witbier
1.0490000000000002,1.015,4.38,51.07,5.12,75.0,Specific Gravity,All Grain,American Pale Ale
1.072,1.016,7.37,82.58,40.0,76.0,Specific Gravity,All Grain,American IPA
1.056,1.01,6.13,68.78,11.18,65.0,Specific Gravity,All Grain,American IPA
1.1,1.0270000000000001,10.64,112.44,50.0,68.0,Specific Gravity,All Grain,Russian Imperial Stout
1.052,1.0090000000000001,5.63,83.06,6.17,65.0,Specific Gravity,All Grain,American IPA
1.054,1.012,5.58,35.17,6.54,73.0,Specific Gravity,All Grain,American IPA
1.035,1.0070000000000001,3.72,27.61,4.69,60.0,Specific Gravity,extract,Blonde Ale
1.0590000000000002,1.021,5.05,22.62,50.0,70.0,Specific Gravity,All Grain,Sweet Stout
1.058,1.014,5.82,35.07,28.62,35.0,Specific Gravity,extract,American Brown Ale
1.061,1.015,6.0,84.98,18.09,35.0,Specific Gravity,extract,American Amber Ale
1.06,1.014,6.02,348.53,7.11,75.0,Specific Gravity,Partial Mash,American IPA
1.056,1.016,5.22,34.89,40.0,75.0,Specific Gravity,All Grain,Sweet Stout
1.073,1.018,7.27,55.27,13.45,70.0,Specific Gravity,Partial Mash,American IPA
1.071,1.012,7.7,80.06,4.98,75.0,Specific Gravity,All Grain,American IPA
1.046,1.011,4.69,39.09,5.36,70.0,Specific Gravity,All Grain,American Pale Ale
1.056,1.014,5.47,43.18,35.67,50.0,Specific Gravity,extract,Oatmeal Stout
1.061,1.012,6.51,76.28,4.54,64.0,Specific Gravity,BIAB,American IPA
1.077,1.004,9.63,32.02,4.09,35.0,Specific Gravity,extract,Saison
1.067,1.012,7.13,21.73,6.79,65.0,Specific Gravity,All Grain,Saison
1.044,1.0090000000000001,4.67,23.31,11.45,80.0,Specific Gravity,All Grain,American Light Lager
1.05,1.011,5.15,29.25,4.55,75.0,Specific Gravity,All Grain,Blonde Ale
1.062,1.014,6.29,0.0,11.1,75.0,Specific Gravity,All Grain,American IPA
1.071,1.02,6.68,86.88,9.75,70.0,Specific Gravity,All Grain,American IPA
1.057,1.0070000000000001,6.57,26.9,6.88,79.0,Specific Gravity,All Grain,Saison
1.094,1.018,9.96,178.83,9.23,70.0,Specific Gravity,All Grain,Double IPA
1.1059999999999999,1.0270000000000001,10.37,90.32,40.79,65.0,Specific Gravity,All Grain,Russian Imperial Stout
1.056,1.0070000000000001,6.39,17.97,4.39,75.0,Specific Gravity,All Grain,Weissbier
1.0659999999999998,1.013,7.05,86.74,4.65,70.0,Specific Gravity,All Grain,California Common Beer
1.056,1.0090000000000001,6.15,80.34,5.25,68.0,Specific Gravity,All Grain,American IPA
1.05,1.014,4.77,45.83,38.18,70.0,Specific Gravity,All Grain,American Brown Ale
1.064,1.012,6.83,66.49,6.61,72.0,Specific Gravity,All Grain,American IPA
1.072,1.02,6.82,102.73,6.33,70.0,Specific Gravity,All Grain,Imperial IPA
1.056,1.014,5.47,62.34,10.69,0.0,Specific Gravity,extract,American IPA
1.0490000000000002,1.011,5.0,21.03,4.2,75.0,Specific Gravity,All Grain,Kölsch
1.05,1.011,5.14,31.48,5.17,75.0,Specific Gravity,All Grain,Blonde Ale
1.061,1.0170000000000001,5.73,35.78,30.74,78.0,Specific Gravity,BIAB,Robust Porter
1.044,1.013,4.05,36.21,48.95,35.0,Specific Gravity,BIAB,Sweet Stout
1.0490000000000002,1.012,4.88,41.87,7.74,75.0,Specific Gravity,All Grain,American Pale Ale
1.074,1.0190000000000001,7.29,81.89,35.35,35.0,Specific Gravity,extract,Russian Imperial Stout
1.051,1.012,5.05,64.64,6.27,50.0,Specific Gravity,Partial Mash,American IPA
1.032,1.008,3.11,25.59,11.4,75.0,Specific Gravity,All Grain,American Amber Ale
1.071,1.018,6.95,0.0,11.24,75.0,Specific Gravity,All Grain,American Amber Ale
1.095,1.021,9.61,174.5,11.27,70.0,Specific Gravity,All Grain,American IPA
1.093,1.018,9.92,131.26,7.99,75.0,Specific Gravity,extract,American IPA
1.0490000000000002,1.011,5.02,31.47,3.95,78.0,Specific Gravity,All Grain,Kölsch
1.063,1.011,6.82,28.17,11.02,75.0,Specific Gravity,BIAB,Saison
1.06,1.014,5.97,72.12,8.31,70.0,Specific Gravity,All Grain,American IPA
1.041,1.01,4.0,0.0,6.87,35.0,Specific Gravity,extract,Blonde Ale
1.0659999999999998,1.013,7.06,51.28,9.7,35.0,Specific Gravity,extract,American IPA
1.07,1.0170000000000001,6.9,72.71,47.42,70.0,Specific Gravity,All Grain,American IPA
1.058,1.0170000000000001,5.39,157.2,5.48,75.0,Specific Gravity,All Grain,American IPA
1.047,1.013,4.43,70.03,4.96,35.0,Specific Gravity,extract,American Pale Ale
1.06,1.01,6.1,0.0,4.8,63.0,Specific Gravity,All Grain,Saison
1.054,1.014,5.27,50.52,6.33,35.0,Specific Gravity,extract,American Pale Ale
1.1059999999999999,1.026,10.39,136.34,10.33,35.0,Specific Gravity,extract,Imperial IPA
14.9905,3.8935400000000002,6.01,60.7,6.42,70.0,Plato,All Grain,American IPA
1.057,1.0070000000000001,6.53,72.31,6.12,53.0,Specific Gravity,All Grain,Weizen/Weissbier
1.067,1.016,6.68,93.55,12.08,70.0,Specific Gravity,All Grain,American IPA
1.06,1.016,5.76,59.92,34.63,75.0,Specific Gravity,Partial Mash,Oatmeal Stout
1.1079999999999999,1.0270000000000001,10.59,50.96,47.45,35.0,Specific Gravity,extract,Russian Imperial Stout
1.085,1.015,9.2,113.9,8.64,70.0,Specific Gravity,BIAB,Double IPA
1.06,1.014,6.04,16.55,6.25,75.0,Specific Gravity,BIAB,Witbier
1.068,1.014,7.06,88.58,50.0,60.0,Specific Gravity,All Grain,Oatmeal Stout
1.056,1.014,5.54,0.0,15.66,75.0,Specific Gravity,All Grain,American Brown Ale
1.056,1.014,5.39,19.11,15.2,65.0,Specific Gravity,All Grain,Irish Red Ale
1.058,1.016,5.47,73.57,18.69,70.0,Specific Gravity,All Grain,American IPA
1.057,1.012,5.82,38.19,5.38,70.0,Specific Gravity,BIAB,American Pale Ale
1.04,1.011,3.82,17.98,3.56,35.0,Specific Gravity,extract,Witbier
1.036,1.008,3.67,47.86,13.49,60.0,Specific Gravity,All Grain,American IPA
14.2265,2.75488,6.17,27.82,5.72,72.0,Plato,All Grain,Kölsch
1.075,1.012,8.14,0.0,7.4,75.0,Specific Gravity,All Grain,American Pale Ale
1.048,1.01,4.97,24.49,3.23,70.0,Specific Gravity,All Grain,Kölsch
1.06,1.012,6.24,50.34,4.85,74.0,Specific Gravity,BIAB,American IPA
1.05,1.012,4.89,14.69,2.78,70.0,Specific Gravity,All Grain,California Common Beer
1.04,1.01,3.89,0.0,7.44,70.0,Specific Gravity,All Grain,American Pale Ale
1.068,1.018,6.53,73.4,40.0,65.0,Specific Gravity,All Grain,American Stout
1.091,1.0190000000000001,9.46,147.2,43.67,35.0,Specific Gravity,Partial Mash,Russian Imperial Stout
1.038,1.0090000000000001,3.73,34.41,14.63,70.0,Specific Gravity,BIAB,American Amber Ale
1.067,1.0170000000000001,6.62,82.05,5.93,70.0,Specific Gravity,All Grain,American IPA
1.057,1.011,6.06,73.79,3.84,70.0,Specific Gravity,All Grain,American IPA
1.004,1.001,0.36,0.0,0.82,60.0,Specific Gravity,BIAB,California Common Beer
1.071,1.018,7.0,168.81,5.28,75.0,Specific Gravity,All Grain,American IPA
1.067,1.015,6.82,72.24,16.58,75.0,Specific Gravity,All Grain,American IPA
1.064,1.014,6.5,49.68,5.75,84.0,Specific Gravity,All Grain,American IPA
1.08,1.013,8.91,106.01,7.1,80.0,Specific Gravity,All Grain,Imperial IPA
1.0590000000000002,1.01,6.51,36.73,5.54,40.0,Specific Gravity,Partial Mash,Saison
1.054,1.01,5.85,47.86,7.84,75.0,Specific Gravity,All Grain,American Pale Ale
1.0659999999999998,1.014,6.9,0.0,16.6,63.0,Specific Gravity,All Grain,American Amber Ale
1.044,1.011,4.35,4.41,3.19,35.0,Specific Gravity,extract,Witbier
1.052,1.015,4.84,26.06,16.91,70.0,Specific Gravity,All Grain,Irish Red Ale
1.0859999999999999,1.02,8.61,128.32,5.91,68.0,Specific Gravity,All Grain,Imperial IPA
1.053,1.013,5.35,46.04,4.87,65.0,Specific Gravity,All Grain,American Pale Ale
1.0590000000000002,1.011,6.33,43.83,9.26,35.0,Specific Gravity,Partial Mash,American IPA
1.063,1.018,5.94,23.37,29.93,83.0,Specific Gravity,All Grain,Oatmeal Stout
16.5104,4.30612,6.66,77.27,3.99,75.0,Plato,All Grain,American Pale Ale
1.081,1.016,8.55,20.1,4.19,75.0,Specific Gravity,BIAB,Saison
1.123,1.033,11.78,48.03,40.0,65.0,Specific Gravity,BIAB,Russian Imperial Stout
1.105,1.013,12.1,35.53,50.0,73.0,Specific Gravity,All Grain,Russian Imperial Stout
1.031,1.006,3.26,0.0,11.49,35.0,Specific Gravity,All Grain,American IPA
1.064,1.018,6.09,104.23,5.39,35.0,Specific Gravity,extract,American IPA
1.067,1.0170000000000001,6.56,114.74,6.92,50.0,Specific Gravity,Partial Mash,American IPA
1.0859999999999999,1.02,8.68,126.15,9.87,80.0,Specific Gravity,All Grain,Imperial IPA
1.0759999999999998,1.015,8.03,46.28,25.99,68.0,Specific Gravity,All Grain,American Brown Ale
1.054,1.01,5.77,45.13,4.24,67.0,Specific Gravity,BIAB,American IPA
1.057,1.016,5.35,30.1,27.09,35.0,Specific Gravity,extract,Robust Porter
1.0590000000000002,1.015,5.8,0.0,8.2,75.0,Specific Gravity,extract,American IPA
1.0659999999999998,1.016,6.65,74.2,13.78,70.0,Specific Gravity,All Grain,American IPA
1.064,1.0170000000000001,6.29,42.43,26.94,75.0,Specific Gravity,All Grain,Robust Porter
1.04,1.01,3.96,116.11,7.19,35.0,Specific Gravity,extract,American IPA
1.046,1.008,5.09,40.44,5.8,70.0,Specific Gravity,All Grain,American Pale Ale
1.07,1.014,7.34,65.79,12.06,70.0,Specific Gravity,All Grain,American Amber Ale
1.077,1.0170000000000001,7.77,65.13,5.67,75.0,Specific Gravity,BIAB,American IPA
1.077,1.0190000000000001,7.58,48.32,47.51,70.0,Specific Gravity,All Grain,Russian Imperial Stout
1.05,1.011,5.09,10.24,4.05,75.0,Specific Gravity,All Grain,Weizen/Weissbier
1.0490000000000002,1.011,5.01,34.65,3.52,69.0,Specific Gravity,All Grain,Kölsch
1.0590000000000002,1.015,5.97,21.17,14.3,65.0,Specific Gravity,extract,Irish Red Ale
1.046,1.008,5.05,33.65,6.93,62.0,Specific Gravity,All Grain,American Pale Ale
1.065,1.012,6.99,88.64,40.37,93.0,Specific Gravity,BIAB,American Stout
1.067,1.014,6.89,87.36,9.31,65.0,Specific Gravity,All Grain,American Pale Ale
15.5241,4.3480099999999995,6.08,30.24,8.24,75.0,Plato,All Grain,Saison
1.045,1.01,4.53,44.82,5.8,62.0,Specific Gravity,BIAB,American Pale Ale
1.051,1.012,5.2,28.58,5.25,64.0,Specific Gravity,All Grain,Blonde Ale
16.8844,3.14034,7.48,71.18,11.3,65.0,Plato,All Grain,American IPA
1.051,1.012,5.13,35.99,13.92,65.0,Specific Gravity,All Grain,California Common Beer
1.048,1.012,4.79,18.89,3.74,70.0,Specific Gravity,BIAB,Witbier
1.083,1.023,8.49,85.42,38.4,68.0,Specific Gravity,All Grain,Russian Imperial Stout
1.07,1.022,6.28,46.73,36.59,61.0,Specific Gravity,All Grain,Robust Porter
1.073,1.0270000000000001,6.03,35.25,40.0,80.0,Specific Gravity,All Grain,Sweet Stout
1.054,1.014,5.24,40.87,8.3,75.0,Specific Gravity,BIAB,American Pale Ale
1.041,1.008,4.33,42.86,14.32,40.0,Specific Gravity,extract,American Amber Ale
1.044,1.01,4.36,36.09,4.38,70.0,Specific Gravity,All Grain,Witbier
1.064,1.008,7.38,24.04,3.92,95.0,Specific Gravity,extract,Saison
1.054,1.016,5.03,48.37,4.33,56.0,Specific Gravity,All Grain,American Pale Ale
1.065,1.018,6.16,64.17,8.33,25.0,Specific Gravity,extract,American IPA
1.058,1.013,5.87,17.03,3.24,75.0,Specific Gravity,All Grain,Weissbier
1.056,1.013,5.6,24.23,3.94,75.0,Specific Gravity,All Grain,Witbier
1.0659999999999998,1.013,7.03,82.89,5.03,35.0,Specific Gravity,extract,American IPA
1.047,1.011,4.7,25.62,4.31,90.0,Specific Gravity,All Grain,American Pale Ale
1.042,1.012,3.98,23.71,4.39,0.0,Specific Gravity,extract,American Pale Ale
1.07,1.013,7.47,165.93,6.74,35.0,Specific Gravity,extract,American IPA
1.055,1.012,5.62,47.54,7.31,60.0,Specific Gravity,All Grain,American Pale Ale
1.08,1.015,9.21,101.45,8.23,75.0,Specific Gravity,All Grain,Imperial IPA
1.06,1.015,5.86,22.38,3.98,70.0,Specific Gravity,All Grain,Saison
1.051,1.008,5.57,55.01,14.05,75.0,Specific Gravity,All Grain,American IPA
1.085,1.021,8.42,46.58,7.26,80.0,Specific Gravity,All Grain,Imperial IPA
1.068,1.016,6.83,73.29,20.21,65.0,Specific Gravity,All Grain,American Amber Ale
1.061,1.01,6.66,79.85,8.91,70.0,Specific Gravity,All Grain,American IPA
1.054,1.011,5.55,63.26,4.41,65.0,Specific Gravity,All Grain,American IPA
1.058,1.015,5.63,0.0,14.49,70.0,Specific Gravity,All Grain,American Brown Ale
1.057,1.014,5.75,37.86,10.01,73.0,Specific Gravity,All Grain,American Amber Ale
1.046,1.012,4.56,15.66,3.5,70.0,Specific Gravity,Partial Mash,Weizen/Weissbier
1.072,1.014,7.61,79.7,6.22,65.0,Specific Gravity,Partial Mash,American IPA
1.05,1.01,5.22,22.41,5.97,65.0,Specific Gravity,Partial Mash,Saison
1.052,1.013,5.16,19.24,3.81,65.0,Specific Gravity,All Grain,Witbier
1.052,1.014,5.05,26.55,17.96,35.0,Specific Gravity,extract,American Brown Ale
1.071,1.016,7.16,79.03,6.31,70.0,Specific Gravity,All Grain,American IPA
1.069,1.0170000000000001,6.82,79.27,17.24,70.0,Specific Gravity,All Grain,American Amber Ale
1.05,1.016,4.55,19.98,4.01,80.0,Specific Gravity,All Grain,Witbier
1.0490000000000002,1.012,4.78,37.7,38.48,75.0,Specific Gravity,All Grain,Sweet Stout
1.053,1.015,4.95,10.48,3.9,76.0,Specific Gravity,All Grain,Saison
1.046,1.014,4.29,50.08,8.53,65.0,Specific Gravity,BIAB,American Pale Ale
1.0590000000000002,1.02,5.01,29.85,34.96,70.0,Specific Gravity,Partial Mash,Sweet Stout
1.051,1.013,4.96,55.07,3.68,82.0,Specific Gravity,All Grain,American Pale Ale
1.054,1.012,5.5,0.0,3.86,75.0,Specific Gravity,All Grain,Blonde Ale
1.057,1.015,5.57,25.34,6.2,75.0,Specific Gravity,All Grain,American Pale Ale
1.056,1.014,5.53,37.08,29.34,65.0,Specific Gravity,All Grain,Robust Porter
1.048,1.011,4.77,50.93,6.01,69.0,Specific Gravity,BIAB,American IPA
1.061,1.012,6.46,59.76,7.02,70.0,Specific Gravity,BIAB,American IPA
1.074,1.018,7.4,172.33,10.48,70.0,Specific Gravity,All Grain,American IPA
1.1059999999999999,1.024,10.66,56.84,40.0,75.0,Specific Gravity,All Grain,Russian Imperial Stout
24.3495,6.48993,10.11,96.42,27.5,75.0,Plato,All Grain,Russian Imperial Stout
1.075,1.021,7.11,44.99,8.94,70.0,Specific Gravity,All Grain,American Stout
1.101,1.034,8.84,111.32,39.56,67.0,Specific Gravity,All Grain,Russian Imperial Stout
1.033,1.008,3.28,15.68,3.34,35.0,Specific Gravity,Partial Mash,Weizen/Weissbier
1.064,1.011,6.98,63.49,9.65,75.0,Specific Gravity,All Grain,American IPA
1.07,1.016,7.04,39.86,39.95,70.0,Specific Gravity,All Grain,Oatmeal Stout
1.062,1.016,6.04,50.36,25.32,60.0,Specific Gravity,All Grain,American Brown Ale
1.062,1.013,6.44,69.29,9.13,70.0,Specific Gravity,All Grain,American IPA
1.058,1.016,5.52,43.74,7.93,75.0,Specific Gravity,All Grain,American IPA
1.04,1.008,4.22,25.36,6.54,80.0,Specific Gravity,All Grain,American Pale Ale
1.058,1.008,6.53,10.28,4.45,68.0,Specific Gravity,All Grain,Weissbier
1.056,1.014,5.55,18.52,4.09,75.0,Specific Gravity,All Grain,Weizen/Weissbier
